Academic_Year,Term,Course_Number,Course_Title,Primary_Instructor,Student_Count,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average_GPA
2013-14,20141 (Winter 2014),MUSAP 218 A,GUITAR TECHNIQUES,"PARTINGTON, MICHAEL",19,15,1,2,,,,,,,,,,1,3.8
2013-14,20141 (Winter 2014),MUSEN 300 A,UNIV SYMPHONY ORCH,"RAHBEE, DAVID ALEXANDER",63,60,,,1,,,,,,,,,2,3.9
2013-14,20141 (Winter 2014),MUSEN 301 A,WIND ENSEMBLE,"SALZMAN, TIMOTHY O",26,26,,,,,,,,,,,,,4.0
2013-14,20141 (Winter 2014),MUSEN 302 A,SYMPHONIC BAND,"MORRISON, STEVEN J.",46,45,,,,,,1,,,,,,,3.9
2013-14,20141 (Winter 2014),MUSEN 309 A,CONCERT BAND,"SALZMAN, TIMOTHY O",78,77,,,,,,,,,,,,1,4.0
2013-14,20141 (Winter 2014),MUSEN 309 B,CONCERT BAND,"SALZMAN, TIMOTHY O",62,61,,,,,,,,,,,,1,4.0
2013-14,20141 (Winter 2014),MUSEN 351 A,CHAMBER SINGERS,"BOERS, GEOFFREY PAUL",13,13,,,,,,,,,,,,,4.0
2013-14,20141 (Winter 2014),MUSEN 410 A,STEELBAND,"DUDLEY, SHANNON K.",22,22,,,,,,,,,,,,,4.0
2013-14,20141 (Winter 2014),MUSEUM 582 B,PRESRV COLLECTNS II,"DORMAN, NICHOLAS J",13,,12,1,,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),MUSEUM 588 C,SPC TPC MUSEOLOGY,"MARGOLIS, SETH M",15,,15,,,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),MUSEUM 590 D,SMNR MUSEUM THEORY,"LUKE, JESSICA",31,2,29,,,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),MUSEUM 593 B,MUS EXHIB SEMINAR,"O'DONNELL, WILSON",17,,17,,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),MUSEUM 596 A,AUDIENCE RESEARCH,"ONG, ANGELINA M.",15,15,,,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),MUSIC 116 A,ELEM MUSIC THEORY,"EMENETH, KATHERINE ISBILL",206,111,57,16,7,5,,3,,,,,,7,3.7
2013-14,20141 (Winter 2014),MUSIC 116 B,ELEM MUSIC THEORY,"KOLAT, YIGIT",203,49,63,28,15,16,3,1,6,,,2,11,9,3.2
2013-14,20141 (Winter 2014),MUSIC 117 A,ELEM MUSIC THEORY,"COBB, BRIAN A",62,5,45,4,1,,,,1,,,1,2,3,3.5
2013-14,20141 (Winter 2014),MUSIC 120 A,SURVEY OF MUSIC,"RUMPH, STEPHEN C",186,21,55,37,14,13,10,4,6,3,1,2,13,7,2.9
2013-14,20141 (Winter 2014),MUSIC 120 B,SURVEY OF MUSIC,"HANFORD, JOHN C",108,45,38,8,7,2,3,1,,,,,2,2,3.5
2013-14,20141 (Winter 2014),MUSIC 160 A,AMERICAN FOLK MUSIC,"SUNARDI, CHRISTINA M.",223,126,38,17,18,7,8,1,1,2,1,1,1,2,3.6
2013-14,20141 (Winter 2014),MUSIC 162 A,AMER POP SONG,"HAYNES, MAREN M.",106,36,27,13,3,11,3,4,3,,1,,,5,3.4
2013-14,20141 (Winter 2014),MUSIC 185 A,THE CONCERT SEASON,"CRUZ, JULIO",375,185,140,18,9,5,3,2,1,,,,7,5,3.6
2013-14,20141 (Winter 2014),MUSIC 201 A,1ST YEAR THEORY I,"BERRY, MICHAEL",31,8,14,1,2,1,1,3,,,,,1,,3.3
2013-14,20141 (Winter 2014),MUSIC 250 A,WORLD MUSIC,"SUNARDI, CHRISTINA M.",15,10,1,,,1,,,,,2,,1,,3.2
2013-14,20141 (Winter 2014),MUSIC 301 A,2ND YR THEORY I,"HODGE, HUCK",29,2,5,5,4,4,4,2,,2,,,1,,2.7
2013-14,20141 (Winter 2014),MUSIC 317 A,MUSIC CLTR OF WORLD,"ELLINGSON, TER",36,16,4,3,6,2,3,,,,,,,2,3.4
2013-14,20141 (Winter 2014),MUSIC 331 A,HISTORY OF JAZZ,"KORN, STEVEN",211,89,74,22,10,6,4,1,,1,,,,4,3.6
2013-14,20141 (Winter 2014),MUSIC 331 B,HISTORY OF JAZZ,"SINIBALDI, GREG",26,4,,1,6,3,2,4,,1,1,,1,3,2.6
2013-14,20141 (Winter 2014),MUSIC 437 B,STUDIO CLASS,"LIEBERMAN, BARRY",13,13,,,,,,,,,,,,,4.0
2013-14,20141 (Winter 2014),MUSIC 445 A,SEL TOPICS IN ETHNO,"DUDLEY, SHANNON K.",18,14,1,1,,2,,,,,,,,,3.7
2013-14,20141 (Winter 2014),MUSIC 470 A,INTRO TO SCHENKER,"BERNARD, JONATHAN W",18,1,8,3,2,4,,,,,,,,,3.3
2013-14,20141 (Winter 2014),MUSIC 575 A,SEMINAR IN THEORY,"BERNARD, JONATHAN W",13,5,6,,2,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),N SCI 321 A,EVOL OF WARFARE I,"NELSON, GARRETT D.",15,4,3,5,1,1,,,,,,,,1,3.4
2013-14,20141 (Winter 2014),N SCI 402 A,NVL LDRSHP & ETHICS,"DEEHR, JOHN D.",24,,5,11,6,2,,,,,,,,,3.2
2013-14,20141 (Winter 2014),NBIO 301 A,INTRO CELL NEURO,"MOODY, WILLIAM J",58,7,29,16,5,1,,,,,,,,,3.5
2013-14,20141 (Winter 2014),NBIO 402 A,NEURO DISEASE,"FROEHNER, STANLEY C.",57,7,25,15,7,2,,1,,,,,,,3.4
2013-14,20141 (Winter 2014),NBIO 403 A,BEHAVIORAL NEURO,"KIM, JEANSOK J",58,25,26,6,,,,,,,1,,,,3.7
2013-14,20141 (Winter 2014),NEAR E 212 A,INTRO TO THE QUR'AN,"ZAFER, HAMZA, M.",101,51,28,5,6,5,1,1,,1,,,2,1,3.5
2013-14,20141 (Winter 2014),NEAR E 430 A,SCRIPT/LAW IN ISLAM,"ZAFER, HAMZA, M.",22,17,4,,,,,,,,,,,1,3.9
2013-14,20141 (Winter 2014),NEAR E 453 A,BIBLICAL PROPHETS,"MARTIN, GARY D.",20,14,1,,,,1,2,,,,,1,1,3.4
2013-14,20141 (Winter 2014),NMETH 403 A,INTRO RESEARCH NURS,"BOSQUE, ELENA MARIE",68,44,21,1,,,1,,1,,,,,,3.8
2013-14,20141 (Winter 2014),NMETH 403 B,INTRO RESEARCH NURS,"BOSQUE, ELENA MARIE",28,27,1,,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),NMETH 524 A,HEALTH SYS & EHR,"POLLACK, ARI H.",22,17,4,,,,,,,,,,1,,3.7
2013-14,20141 (Winter 2014),NMETH 528 A,COMPUTING CONCEPTS,"YETISGEN, MELIHA",21,21,,,,,,,,,,,,,4.0
2013-14,20141 (Winter 2014),NMETH 535 A,NURSING INQUIRY,"COCHRANE, BARBARA B",28,5,20,3,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),NMETH 535 B,NURSING INQUIRY,"COCHRANE, BARBARA B",44,13,27,,4,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),NORW 102 B,ELEM NORWEGIAN,"KORYNTA, KYLE A",24,4,8,3,1,2,2,,2,,,,2,,2.9
2013-14,20141 (Winter 2014),NSG 534 B,EB MGMT-MENTAL HLTH,"WILSON, SHARON J",34,26,6,1,1,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),NSG 551 A,HEALTH POLICY,"ENSIGN, JOSEPHINE",41,38,3,,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),NSG 551 B,HEALTH POLICY,"ENSIGN, JOSEPHINE",45,39,5,1,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),NSG 552 A,SOC DETER LTH & EQ,"ELMORE, SHAWN K",36,25,10,,,,,,,,,,,1,3.8
2013-14,20141 (Winter 2014),NSG 552 B,SOC DETER LTH & EQ,"ELMORE, SHAWN K",42,35,7,,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),NURS 201 A,LIFESPAN GROWTH,"KIM, EUNJUNG",92,53,31,6,2,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),NURS 308 A,HUMAN RESPONSES II,"CUNNINGHAM, SUSANNA L",95,7,41,22,17,7,,1,,,,,,,3.3
2013-14,20141 (Winter 2014),NURS 310 A,NURS PHARMTHERAP II,"COX, PAULA P.",93,20,22,17,14,14,4,1,1,,,,,,3.2
2013-14,20141 (Winter 2014),NURS 401 A,CARE IN ILLNESS I,"WISNER, DIANNE",94,2,33,22,20,16,1,,,,,,,,3.2
2013-14,20141 (Winter 2014),NURS 401 B,CARE IN ILLNESS I,"WISNER, DIANNE",46,4,25,9,6,2,,,,,,,,,3.4
2013-14,20141 (Winter 2014),NURS 410 A,LEGAL ETHIC ISSUES,"SHANNON, SARAH E",96,93,2,,1,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),NURS 415 A,CHILDBEAR/CHILDREAR,"JORDAN, PAMELA L",25,13,10,1,,1,,,,,,,,,3.7
2013-14,20141 (Winter 2014),NURS 415 B,CHILDBEAR/CHILDREAR,"JORDAN, PAMELA L",46,21,23,2,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),NURS 507 A,MENTAL HLTH & AGING,"TERI, LINDA",23,13,10,,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),NURS 525 A,MNG CLIN EFFECT,"BOSTON-FLEISCHHAUER, CAROL",22,13,9,,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),NURS 589 A,THEORY IN NURSING,"LEWIS, FRANCES M",13,4,9,,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),NUTR 300 A,NUTRITION,"AVERILL, MICHELLE",184,24,91,32,20,11,1,3,1,,,,,1,3.4
2013-14,20141 (Winter 2014),NUTR 303 A,NEIGHBORHOOD NUTR,"DREWNOWSKI, ADAM",119,15,95,6,3,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),NUTR 412 A,US FOOD NUTR POLICY,"OTTEN, JENNIFER J",27,2,13,10,1,1,,,,,,,,,3.5
2013-14,20141 (Winter 2014),NUTR 441 A,MOLECULAR GASTRONOMY,"ADAMS, SUSAN L",20,13,4,,,,2,,,,,,1,,3.5
2013-14,20141 (Winter 2014),NUTR 446 A,FOOD SAFETY,"ROSENFELD, MICHAEL E",26,6,11,6,2,,,,,,,,1,,3.4
2013-14,20141 (Winter 2014),NUTR 521 A,NUTR-METAB II,"ROSENFELD, MICHAEL E",16,4,10,2,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),NUTR 531 A,PUBL HLTH NUTR,"JOHNSON, DONNA B",16,10,6,,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),O S 520 A,P-LOCAL ANESTHESIA,"EVANS, JOHN",61,4,16,,16,18,,7,,,,,,,2.9
2013-14,20141 (Winter 2014),O S 521 A,P-ORAL PATHOLOGY,"ODA, DOLPHINE",62,11,15,9,11,8,5,,3,,,,,,3.2
2013-14,20141 (Winter 2014),O S 530 A,P-ORAL SURGERY,"EVANS, JOHN",63,7,28,17,10,1,,,,,,,,,3.4
2013-14,20141 (Winter 2014),OCEAN 102 A,THE CHANGING OCEANS,"NUWER, MIKELLE",124,11,60,23,21,1,3,1,,,1,,3,,3.3
2013-14,20141 (Winter 2014),OCEAN 121 A,DEEP SEA VENTS,"KELLEY, DEBBIE",126,39,53,15,7,3,1,1,,,,1,,6,3.6
2013-14,20141 (Winter 2014),OCEAN 400 A,CHEMICAL OCEAN,"MURRAY, JAMES W",32,1,9,8,3,5,2,2,,,,,,2,3.1
2013-14,20141 (Winter 2014),OCEAN 420 A,PHYS PROC OCEAN,"KAWASE, MITSUHIRO",31,,15,8,3,4,,,,,,,,1,3.3
2013-14,20141 (Winter 2014),OCEAN 444 B,SNR THESIS RESEARCH,"D'ASARO, ERIC A",17,4,9,1,2,1,,,,,,,,,3.5
2013-14,20141 (Winter 2014),OCEAN 454 A,HYDROTHERMAL,"LILLEY, MARVIN D",34,8,13,7,1,2,,1,,,,,,2,3.5
2013-14,20141 (Winter 2014),OCEAN 477 A,MARINE BIOL SEMINAR,"ROCAP, GABRIELLE L.",14,2,10,1,1,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),OCEAN 583 A,ISOTOPE BIOGEOCHEM,"QUAY, PAUL D",18,4,10,2,,2,,,,,,,,,3.5
2013-14,20141 (Winter 2014),OPMGT 301 A,PRIN OPER MGT,"JAIN, APURVA",81,3,19,39,15,3,1,,,,,,,1,3.3
2013-14,20141 (Winter 2014),OPMGT 301 B,PRIN OPER MGT,"JALILIPOUR ALISHA, ELNAZ",65,10,18,8,13,15,,,,,,,,1,3.2
2013-14,20141 (Winter 2014),OPMGT 301 C,PRIN OPER MGT,"CHEN, SHI",79,12,20,24,13,4,5,1,,,,,,,3.3
2013-14,20141 (Winter 2014),OPMGT 301 D,PRIN OPER MGT,"CHEN, SHI",75,8,24,24,13,3,,,,,,,,3,3.4
2013-14,20141 (Winter 2014),OPMGT 443 A,INV SUP CHN MGMT,"JAIN, APURVA",45,4,31,10,,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),OPMGT 550 A,PROJECT MANAGEMENT,"KLASTORIN, THEODORE D",22,8,9,4,,1,,,,,,,,,3.6
2013-14,20141 (Winter 2014),ORALB 510 A,P-ORAL TISSUES,"POPOWICS, TRACY",56,24,16,5,5,4,,2,,,,,,,3.5
2013-14,20141 (Winter 2014),ORALM 520 A,P-ORAL RADIOLOGY,"APS, JOHAN K",62,,6,14,24,12,6,,,,,,,,2.9
2013-14,20141 (Winter 2014),ORALM 526 A,GENERAL MEDICINE,"SCHUBERT, MARK M",62,1,7,13,28,10,3,,,,,,,,3.0
2013-14,20141 (Winter 2014),ORALM 532 A,P-OROFACIAL PAIN,"DRANGSHOLT, MARK THOMAS",63,31,29,3,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),ORALM 540 A,P-ORAL M SENIOR SEM,"TRUELOVE, EDMOND L",61,38,12,,2,6,,3,,,,,,,3.6
2013-14,20141 (Winter 2014),ORALM 545 A,P-CLIN CONF ORAL M,"TRUELOVE, EDMOND L",61,38,12,,2,6,,3,,,,,,,3.6
2013-14,20141 (Winter 2014),ORALM 630 A,P-ODTP CLINIC,"MANOOKIN, KAREN",61,53,7,1,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),ORALM 640 A,P-ADV ORALM CLINIC,"MANOOKIN, KAREN",61,51,10,,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),ORTHO 582 A,ADULT ORTHO SEM,"RAMSAY, DOUGLAS S",24,,16,8,,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),P BIO 506 A,HUMAN PHYSIOLOGY,"WORDEMAN, LINDA",69,45,20,2,1,,,,,,,,,1,3.8
2013-14,20141 (Winter 2014),PA EX 503 A,STRATEG FIN MGMT I,"MARLOWE, JUSTIN",37,29,8,,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),PA EX 504 A,EXECUTIVE ECON,"COOK, JOE",39,14,25,,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),PA EX 512 A,STRAT POLICY-MKG,"HARRISON, DAVID S",37,,32,5,,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),PA EX 513 A,LEADING FOR LEGACY,"DOBEL, J. PATRICK",37,2,34,1,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),PATH 517 A,AGING BIOL & PATH,MATT KAEBERLEIN,26,25,,,,,,,,,,,,1,4.0
2013-14,20141 (Winter 2014),PATH 544 A,GENERAL PATHOLOGY,"CAMPBELL, JEAN S",58,,9,28,18,3,,,,,,,,,3.2
2013-14,20141 (Winter 2014),PB AF 403 A,PROF LEADERSHIP,"BULLITT, DOROTHY C.",31,5,25,1,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),PB AF 501 A,LEGISLATIVE RELATNS,"VANCE, CHRISTOPHER M.",22,5,16,1,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),PB AF 506 A,ETHICS AND PUB POL,"BLAKE, MICHAEL I.",30,9,20,,,,,,,,,,,1,3.7
2013-14,20141 (Winter 2014),PB AF 509 A,MANAGING PEOPLE,"KORNBERG, MINDY",27,21,6,,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),PB AF 512 A,MANAGING ORG PERF,"HERRANZ JR, JOAQUIN",49,,42,7,,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),PB AF 512 B,MANAGING ORG PERF,"PAGE, STEPHEN B",57,2,42,11,,,,,,,,,,2,3.6
2013-14,20141 (Winter 2014),PB AF 512 C,MANAGING ORG PERF,"SUAREZ, DAVID F",61,8,37,16,,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),PB AF 517 A,ECN POL ANLYS MGT II,"LAYTON, DAVID F",57,4,24,23,4,2,,,,,,,,,3.4
2013-14,20141 (Winter 2014),PB AF 517 B,ECN POL ANLYS MGT II,"COOK, JOE",57,12,24,11,4,5,1,,,,,,,,3.5
2013-14,20141 (Winter 2014),PB AF 517 C,ECN POL ANLYS MGT II,"COOK, JOE",56,5,22,17,10,2,,,,,,,,,3.3
2013-14,20141 (Winter 2014),PB AF 523 A,ADV BUDGET PUB SECT,"DIVELY, DWIGHT D.",37,13,19,4,1,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),PB AF 525 A,QUALITATIVE METHODS,"CURRAN, SARA R",16,13,3,,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),PB AF 527 A,QUANT ANALYSIS I,"CULLEN, ALISON",63,4,33,17,5,3,,,,,,,,1,3.4
2013-14,20141 (Winter 2014),PB AF 527 B,QUANT ANALYSIS I,"CULLEN, ALISON",55,3,35,14,2,1,,,,,,,,,3.5
2013-14,20141 (Winter 2014),PB AF 527 C,QUANT ANALYSIS I,"SCOTT, TYLER A.",40,12,10,8,6,,1,2,,,,,1,,3.4
2013-14,20141 (Winter 2014),PB AF 531 A,DEVELOPMENT MGMT,"GUGERTY, MARY KAY",32,6,26,,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),PB AF 537 A,TOPICS INTNTL AFFRS,"CUEVAS, CARLOS E.",13,3,6,4,,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),PB AF 550 A,MGMT NONPROFIT ORGS,"SUAREZ, DAVID F",19,7,11,1,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),PB AF 553 A,NONPROFIT FIN MGMT,"SMITH, KEN",36,9,21,5,,,,,,,,,,1,3.7
2013-14,20141 (Winter 2014),PB AF 555 A,TPCS NONPROFIT MGT,"MILLS, ERICA N.",23,9,14,,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),PB AF 557 A,MGMT &PUB CPTL MKTS,"MARLOWE, JUSTIN",22,20,2,,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),PB AF 565 A,TOPICS IN URBAN AFF,"ZAIS JR., RICHARD A",18,1,10,5,1,,,,,,,,,1,3.5
2013-14,20141 (Winter 2014),PB AF 569 A,RACE & PUB POLICY,"EDWARDS LANGE, SHEILA",26,8,18,,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),PB AF 571 B,ED & WRKFRCE POLICY,"ZUMETA, WILLIAM M",15,2,10,3,,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),PB AF 573 A,TPCS ED & SOC POL,"PEREZ, MARIA D",18,3,9,5,,,,,,,,,1,,3.4
2013-14,20141 (Winter 2014),PB AF 590 A,ENV POLICY PROCESS,"THOMAS, CRAIG W.",28,21,3,2,1,,,,,,,,,1,3.8
2013-14,20141 (Winter 2014),PB AF 608 A,DEGREE PROJECT SEM,"HERRANZ JR, JOAQUIN",22,11,11,,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),PCEUT 502 A,PHARM DRUG METAB,"THUMMEL, KENNETH E",14,3,6,2,3,,,,,,,,,,3.4
2013-14,20141 (Winter 2014),PCEUT 532 A,P-CLINICAL PHARMACO,"ISOHERRANEN, NINA",94,14,26,16,11,18,5,4,,,,,,,3.2
2013-14,20141 (Winter 2014),PEDO 630 A,P-CLINICAL PEDO,"GARCIA, MARIELLA",123,122,1,,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),PEDO 662 A,P-CLIN PED DENT,"VELAN, ELIZABETH",14,2,12,,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),PERIO 525 A,P-PREVENTION-PERIO,"ROBERTS, FRANK A.",62,11,21,17,11,1,1,,,,,,,,3.4
2013-14,20141 (Winter 2014),PERIO 531 A,P-PERIODONTICS,"FLEMMIG, THOMAS F.",63,23,40,,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),PERIO 582 A,TREATMNT PLANN SMNR,"HONG, SUL KI",22,1,8,13,,,,,,,,,,,3.4
2013-14,20141 (Winter 2014),PERIO 585 A,PERIO THERAPY SMNR,"O'NEAL, ROBERT B.",22,1,,21,,,,,,,,,,,3.4
2013-14,20141 (Winter 2014),PERIO 586 A,LONGITUDINAL PERIO,"FLEMMIG, THOMAS F.",18,,5,4,8,1,,,,,,,,,3.2
2013-14,20141 (Winter 2014),PERIO 631 A,P-PERIODONTICS,"ROBERTS, FRANK A.",63,54,3,4,2,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),PERIO 641 A,P-ADV PERIO CLINIC,"ROBERTS, FRANK A.",61,58,3,,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),PHARBE 500 A,MOL CEL BIO PHRM I,"MINIE, MARK",14,9,5,,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),PHARBE 503 A,PHARMACEUTICS II,"BENSON, SHEILA MARIE",13,2,9,,2,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),PHARM 517 B,BMED REG AFF DEV,"HAZLET, THOMAS K.",19,9,5,2,3,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),PHARM 541 A,PHARM HEALTH CR SOC,"SULLIVAN, SEAN D",90,9,51,28,2,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),PHARM 543 A,PHARM LAWS & ETHICS,"HAZLET, THOMAS K.",95,87,8,,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),PHARM 561 A,P'THERAPEUTICS IV,"GRAY, SHELLY L.",86,7,14,19,16,17,9,2,1,,,,1,,3.0
2013-14,20141 (Winter 2014),PHARM 565 A,APP PHARMACOTHER III,"MIKE, LEIGH ANN",86,25,41,12,6,2,,,,,,,,,3.6
2013-14,20141 (Winter 2014),PHARM 568 A,HEALTH ECONOMICS,LOU GARRISON,13,5,6,2,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),PHARM 573 A,PHARM ADVOCACY II,"DOWNING, DONALD F.",46,46,,,,,,,,,,,,,4.0
2013-14,20141 (Winter 2014),PHARM 585 A,PHARM PRACT II,"HAMMER, DANA P.",95,23,46,17,8,1,,,,,,,,,3.6
2013-14,20141 (Winter 2014),PHARM 593 A,PHARMACY PRACTICE V,"SOMANI, SHABIR",96,82,14,,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),PHCOL 402 A,GEN PHCOL II,"STORM, DANIEL R",101,24,56,11,8,2,,,,,,,,,3.6
2013-14,20141 (Winter 2014),PHCOL 435 A,GEN PHCOL,"GRUBBS, ROBERT D",62,1,12,13,19,11,4,2,,,,,,,3.0
2013-14,20141 (Winter 2014),PHCOL 510 A,DRUG DISC/EMRG THERA,"ZHENG, NING",14,9,5,,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),PHIL 100 A,INTRO TO PHILOSOPHY,"ROSENTHAL, MICHAEL",146,6,43,23,12,23,11,6,5,,1,1,11,4,2.8
2013-14,20141 (Winter 2014),PHIL 102 A,CONTEMP MORAL PROBS,"HOLE, BENJAMIN V.",23,4,3,2,9,3,,1,,,,,1,,3.0
2013-14,20141 (Winter 2014),PHIL 115 A,PRACTICAL REASONING,"SULLIVAN, ANDREA",31,10,8,4,2,1,1,1,,1,,1,,2,3.3
2013-14,20141 (Winter 2014),PHIL 115 B,PRACTICAL REASONING,"FRANCO, PAUL L.",29,3,9,2,6,3,,,2,,1,,1,2,3.0
2013-14,20141 (Winter 2014),PHIL 120 A,INTRO TO LOGIC,"WELLER, CASS",204,48,43,45,11,6,11,9,3,1,,1,8,18,3.2
2013-14,20141 (Winter 2014),PHIL 206 A,PHIL OF FEMINISM,"DI STEFANO, CHRISTINE",25,2,7,4,2,1,3,1,2,2,,,1,,2.8
2013-14,20141 (Winter 2014),PHIL 207 A,GLOBAL JUSTICE,"TALBOTT, WILLIAM J",38,4,7,9,8,2,2,2,1,1,,1,1,,2.9
2013-14,20141 (Winter 2014),PHIL 240 A,INTRO TO ETHICS,"ROBERTS, JEAN",90,7,15,20,13,19,6,1,1,,,,3,5,3.0
2013-14,20141 (Winter 2014),PHIL 242 A,MEDICAL ETHICS,"SCHELLENBERG, INGRA R.",182,52,37,30,32,12,3,3,,,,,6,7,3.3
2013-14,20141 (Winter 2014),PHIL 243 A,ENVIRONMENTAL ETHICS,"NICHOLS, LAUREN HARTZELL",42,8,9,10,4,6,2,,1,,,,2,,3.1
2013-14,20141 (Winter 2014),PHIL 301 A,INTERMEDIATE TOPICS,"WIGGINS, ELLWOOD",14,3,8,2,,,,,,,,,1,,3.4
2013-14,20141 (Winter 2014),PHIL 320 A,ANCIENT PHILOSOPHY,"WELLER, CASS",31,5,8,2,1,6,5,,1,,1,,1,1,2.9
2013-14,20141 (Winter 2014),PHIL 322 A,MODERN PHILOSOPHY,"FRANCO, PAUL L.",33,4,10,3,3,4,2,,3,,,,2,2,2.9
2013-14,20141 (Winter 2014),PHIL 343 A,ETHICS/ENVIROMENT,"NICHOLS, LAUREN HARTZELL",24,4,4,1,1,2,2,,2,1,,,5,2,2.3
2013-14,20141 (Winter 2014),PHIL 350 A,INTRO EPISTEMOLOGY,"TALBOTT, WILLIAM J",25,3,6,9,2,2,,,1,,,,,2,3.3
2013-14,20141 (Winter 2014),PHIL 363 A,INTRO PHIL MIND,"HARMS, WILLIAM F.",28,5,8,1,5,6,,1,,,,,,2,3.2
2013-14,20141 (Winter 2014),PHIL 407 A,INTERNATIONL JUSTICE,"BLAKE, MICHAEL I.",28,2,16,5,3,,,,,,,,1,1,3.3
2013-14,20141 (Winter 2014),PHIL 438 A,PHILOSOPHY OF KANT,"MARSHALL, COLIN",25,8,7,2,3,1,2,,,,,,1,1,3.3
2013-14,20141 (Winter 2014),PHIL 445 A,PHILOSOPHY OF ART,"MOORE, RONALD M",32,10,17,5,,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),PHIL 453 A,PHIL OF LANGUAGE,"HILDEBRAND, TYLER W.",21,6,4,2,3,2,,1,,,,,1,2,3.2
2013-14,20141 (Winter 2014),PHIL 467 A,PHILOS OF RELIGION,"HILDEBRAND, TYLER W.",19,6,4,4,1,1,,1,,,,,2,,3.1
2013-14,20141 (Winter 2014),PHIL 522 A,SMNR MDRN PHILOS,"MARSHALL, COLIN",13,13,,,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),PHRMRA 525 B,CLINICAL TRIALS II,"HAMMOND, DAVID T",18,12,6,,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),PHRMRA 528 A,MED RISK ANALY MGMT,"KARP, FLOYD",15,6,6,3,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),PHRMRA 545 A,STAT BASIS QA,"MAGEE, SARA",15,3,11,1,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),PHRMRA 546 A,TEC WRITING MED PRO,"TEAL, KAREN KURT",18,,12,5,1,,,,,,,,,,3.4
2013-14,20141 (Winter 2014),PHYS 110 A,LIBERAL ARTS PHYS,"WILKES, R. JEFFREY",165,24,87,29,8,4,11,2,,,,,,,3.4
